"","or_region","as_region","year","tot_compl","or_lat","or_long","as_lat","as_long"
"4433","MiddleAfrica","EasternEurope",2002,35,1,17,51,39
"4434","NorthernAfrica","EasternEurope",2002,6,29,9,51,39
"4435","NorthernAmerica","EasternEurope",2002,0,45,-100,51,39
"4436","NorthernEurope","EasternEurope",2002,0,59,15,51,39
"4437","Oceania","EasternEurope",2002,0,-20,135,51,39
"4438","South-EasternAsia","EasternEurope",2002,3.5,3,114,51,39
"4439","SouthAmerica","EasternEurope",2002,0,-25,-65,51,39
"4440","SouthernAfrica","EasternEurope",2002,0,-23,30,51,39
"4441","SouthernAsia","EasternEurope",2002,21,23,79,51,39
"4442","SouthernEurope","EasternEurope",2002,0,40,9,51,39
"4443","WesternAfrica","EasternEurope",2002,43,11,1,51,39
"4444","WesternAsia","EasternEurope",2002,923.5,24,42,51,39
"4445","WesternEurope","EasternEurope",2002,0,50,5,51,39
"4446","Caribbean","MiddleAfrica",2002,0,21,-78,1,17
"4447","CentralAmerica","MiddleAfrica",2002,0,16,-93,1,17
"4448","CentralAsia","MiddleAfrica",2002,1,42,67,1,17
"4449","EasternAfrica","MiddleAfrica",2002,4368,3,40,1,17
"4450","EasternAsia","MiddleAfrica",2002,0,41,116,1,17
"4451","EasternEurope","MiddleAfrica",2002,0,51,39,1,17
"4453","NorthernAfrica","MiddleAfrica",2002,1,29,9,1,17
"4454","NorthernAmerica","MiddleAfrica",2002,0,45,-100,1,17
"4455","NorthernEurope","MiddleAfrica",2002,0,59,15,1,17
"4456","Oceania","MiddleAfrica",2002,0,-20,135,1,17
"4457","South-EasternAsia","MiddleAfrica",2002,8,3,114,1,17
"4458","SouthAmerica","MiddleAfrica",2002,0,-25,-65,1,17
"4459","SouthernAfrica","MiddleAfrica",2002,1,-23,30,1,17
"4460","SouthernAsia","MiddleAfrica",2002,0,23,79,1,17
"4461","SouthernEurope","MiddleAfrica",2002,0,40,9,1,17
"4462","WesternAfrica","MiddleAfrica",2002,8683,11,1,1,17
"4463","WesternAsia","MiddleAfrica",2002,1,24,42,1,17
"4464","WesternEurope","MiddleAfrica",2002,0,50,5,1,17
"4465","Caribbean","NorthernAfrica",2002,0,21,-78,29,9
"4466","CentralAmerica","NorthernAfrica",2002,0,16,-93,29,9
"4467","CentralAsia","NorthernAfrica",2002,1,42,67,29,9
"4468","EasternAfrica","NorthernAfrica",2002,3468,3,40,29,9
"4469","EasternAsia","NorthernAfrica",2002,0,41,116,29,9
"4470","EasternEurope","NorthernAfrica",2002,1,51,39,29,9
"4471","MiddleAfrica","NorthernAfrica",2002,19,1,17,29,9
"4473","NorthernAmerica","NorthernAfrica",2002,0,45,-100,29,9
"4474","NorthernEurope","NorthernAfrica",2002,0,59,15,29,9
"4475","Oceania","NorthernAfrica",2002,0,-20,135,29,9
"4476","South-EasternAsia","NorthernAfrica",2002,1,3,114,29,9
"4477","SouthAmerica","NorthernAfrica",2002,1,-25,-65,29,9
"4478","SouthernAfrica","NorthernAfrica",2002,1,-23,30,29,9
"4479","SouthernAsia","NorthernAfrica",2002,0,23,79,29,9
"4480","SouthernEurope","NorthernAfrica",2002,0,40,9,29,9
"4481","WesternAfrica","NorthernAfrica",2002,74,11,1,29,9
"4482","WesternAsia","NorthernAfrica",2002,70097,24,42,29,9
"4483","WesternEurope","NorthernAfrica",2002,0,50,5,29,9
"4484","Caribbean","NorthernAmerica",2002,430,21,-78,45,-100
"4485","CentralAmerica","NorthernAmerica",2002,74,16,-93,45,-100
"4486","CentralAsia","NorthernAmerica",2002,4467,42,67,45,-100
"4487","EasternAfrica","NorthernAmerica",2002,3473,3,40,45,-100
"4488","EasternAsia","NorthernAmerica",2002,7711,41,116,45,-100
"4489","EasternEurope","NorthernAmerica",2002,9469,51,39,45,-100
"4490","MiddleAfrica","NorthernAmerica",2002,2110,1,17,45,-100
"4491","NorthernAfrica","NorthernAmerica",2002,427,29,9,45,-100
"4492","NorthernEurope","NorthernAmerica",2002,65,59,15,45,-100
"4493","Oceania","NorthernAmerica",2002,338,-20,135,45,-100
"4494","South-EasternAsia","NorthernAmerica",2002,1161,3,114,45,-100
"4495","SouthAmerica","NorthernAmerica",2002,6395,-25,-65,45,-100
"4496","SouthernAfrica","NorthernAmerica",2002,190,-23,30,45,-100
"4497","SouthernAsia","NorthernAmerica",2002,2148,23,79,45,-100
"4498","SouthernEurope","NorthernAmerica",2002,2,40,9,45,-100
"4499","WesternAfrica","NorthernAmerica",2002,1869,11,1,45,-100
"4500","WesternAsia","NorthernAmerica",2002,2161.5,24,42,45,-100
"4501","WesternEurope","NorthernAmerica",2002,12,50,5,45,-100
"4502","Caribbean","NorthernEurope",2002,0,21,-78,59,15
"4503","CentralAmerica","NorthernEurope",2002,2,16,-93,59,15
"4504","CentralAsia","NorthernEurope",2002,2298,42,67,59,15
"4505","EasternAfrica","NorthernEurope",2002,1122,3,40,59,15
"4506","EasternAsia","NorthernEurope",2002,20,41,116,59,15
"4507","EasternEurope","NorthernEurope",2002,5937,51,39,59,15
"4508","MiddleAfrica","NorthernEurope",2002,256,1,17,59,15
"4509","NorthernAfrica","NorthernEurope",2002,51,29,9,59,15
"4510","NorthernAmerica","NorthernEurope",2002,1,45,-100,59,15
"4512","Oceania","NorthernEurope",2002,0,-20,135,59,15
"4513","South-EasternAsia","NorthernEurope",2002,25,3,114,59,15
"4514","SouthAmerica","NorthernEurope",2002,27,-25,-65,59,15
"4515","SouthernAfrica","NorthernEurope",2002,1,-23,30,59,15
"4516","SouthernAsia","NorthernEurope",2002,106,23,79,59,15
"4517","SouthernEurope","NorthernEurope",2002,1,40,9,59,15
"4518","WesternAfrica","NorthernEurope",2002,62,11,1,59,15
"4519","WesternAsia","NorthernEurope",2002,322,24,42,59,15
"4520","WesternEurope","NorthernEurope",2002,1,50,5,59,15
"4521","Caribbean","Oceania",2002,5,21,-78,-20,135
"4522","CentralAmerica","Oceania",2002,0,16,-93,-20,135
"4523","CentralAsia","Oceania",2002,1035,42,67,-20,135
"4524","EasternAfrica","Oceania",2002,2664,3,40,-20,135
"4525","EasternAsia","Oceania",2002,18,41,116,-20,135
"4526","EasternEurope","Oceania",2002,13,51,39,-20,135
"4527","MiddleAfrica","Oceania",2002,14,1,17,-20,135
"4528","NorthernAfrica","Oceania",2002,28,29,9,-20,135
"4529","NorthernAmerica","Oceania",2002,0,45,-100,-20,135
"4530","NorthernEurope","Oceania",2002,0,59,15,-20,135
"4532","South-EasternAsia","Oceania",2002,25,3,114,-20,135
"4533","SouthAmerica","Oceania",2002,34,-25,-65,-20,135
"4534","SouthernAfrica","Oceania",2002,13,-23,30,-20,135
"4535","SouthernAsia","Oceania",2002,83,23,79,-20,135
"4536","SouthernEurope","Oceania",2002,1,40,9,-20,135
"4537","WesternAfrica","Oceania",2002,420,11,1,-20,135
"4538","WesternAsia","Oceania",2002,1648,24,42,-20,135
"4539","WesternEurope","Oceania",2002,1,50,5,-20,135
"4540","Caribbean","South-EasternAsia",2002,0,21,-78,3,114
"4541","CentralAmerica","South-EasternAsia",2002,0,16,-93,3,114
"4542","CentralAsia","South-EasternAsia",2002,120,42,67,3,114
"4543","EasternAfrica","South-EasternAsia",2002,9,3,40,3,114
"4544","EasternAsia","South-EasternAsia",2002,14.5,41,116,3,114
"4545","EasternEurope","South-EasternAsia",2002,0,51,39,3,114
"4546","MiddleAfrica","South-EasternAsia",2002,3,1,17,3,114
"4547","NorthernAfrica","South-EasternAsia",2002,5,29,9,3,114
"4548","NorthernAmerica","South-EasternAsia",2002,0,45,-100,3,114
"4549","NorthernEurope","South-EasternAsia",2002,0,59,15,3,114
"4550","Oceania","South-EasternAsia",2002,0,-20,135,3,114
"4552","SouthAmerica","South-EasternAsia",2002,0,-25,-65,3,114
"4553","SouthernAfrica","South-EasternAsia",2002,0,-23,30,3,114
"4554","SouthernAsia","South-EasternAsia",2002,9,23,79,3,114
"4555","SouthernEurope","South-EasternAsia",2002,0,40,9,3,114
"4556","WesternAfrica","South-EasternAsia",2002,6,11,1,3,114
"4557","WesternAsia","South-EasternAsia",2002,23,24,42,3,114
"4558","WesternEurope","South-EasternAsia",2002,0,50,5,3,114
"4559","Caribbean","SouthAmerica",2002,32,21,-78,-25,-65
"4560","CentralAmerica","SouthAmerica",2002,2,16,-93,-25,-65
"4561","CentralAsia","SouthAmerica",2002,43.5,42,67,-25,-65
"4562","EasternAfrica","SouthAmerica",2002,10,3,40,-25,-65
"4563","EasternAsia","SouthAmerica",2002,0,41,116,-25,-65
"4564","EasternEurope","SouthAmerica",2002,11,51,39,-25,-65
"4565","MiddleAfrica","SouthAmerica",2002,225,1,17,-25,-65
"4566","NorthernAfrica","SouthAmerica",2002,2,29,9,-25,-65
"4567","NorthernAmerica","SouthAmerica",2002,1,45,-100,-25,-65
"4568","NorthernEurope","SouthAmerica",2002,2,59,15,-25,-65
"4569","Oceania","SouthAmerica",2002,0,-20,135,-25,-65
"4570","South-EasternAsia","SouthAmerica",2002,4,3,114,-25,-65
"4572","SouthernAfrica","SouthAmerica",2002,2,-23,30,-25,-65
"4573","SouthernAsia","SouthAmerica",2002,11,23,79,-25,-65
"4574","SouthernEurope","SouthAmerica",2002,0,40,9,-25,-65
"4575","WesternAfrica","SouthAmerica",2002,37.5,11,1,-25,-65
"4576","WesternAsia","SouthAmerica",2002,22,24,42,-25,-65
"4577","WesternEurope","SouthAmerica",2002,0,50,5,-25,-65
"4578","Caribbean","SouthernAfrica",2002,1,21,-78,-23,30
"4579","CentralAmerica","SouthernAfrica",2002,0,16,-93,-23,30
"4580","CentralAsia","SouthernAfrica",2002,6,42,67,-23,30
"4581","EasternAfrica","SouthernAfrica",2002,2093,3,40,-23,30
"4582","EasternAsia","SouthernAfrica",2002,0,41,116,-23,30
"4583","EasternEurope","SouthernAfrica",2002,2.5,51,39,-23,30
"4584","MiddleAfrica","SouthernAfrica",2002,3485,1,17,-23,30
"4585","NorthernAfrica","SouthernAfrica",2002,0,29,9,-23,30
"4586","NorthernAmerica","SouthernAfrica",2002,0,45,-100,-23,30
"4587","NorthernEurope","SouthernAfrica",2002,0,59,15,-23,30
"4588","Oceania","SouthernAfrica",2002,0,-20,135,-23,30
"4589","South-EasternAsia","SouthernAfrica",2002,0,3,114,-23,30
"4590","SouthAmerica","SouthernAfrica",2002,0,-25,-65,-23,30
"4592","SouthernAsia","SouthernAfrica",2002,18,23,79,-23,30
"4593","SouthernEurope","SouthernAfrica",2002,0,40,9,-23,30
"4594","WesternAfrica","SouthernAfrica",2002,68,11,1,-23,30
"4595","WesternAsia","SouthernAfrica",2002,5,24,42,-23,30
"4596","WesternEurope","SouthernAfrica",2002,0,50,5,-23,30
"4597","Caribbean","SouthernAsia",2002,0,21,-78,23,79
"4598","CentralAmerica","SouthernAsia",2002,0,16,-93,23,79
"4599","CentralAsia","SouthernAsia",2002,1,42,67,23,79
"4600","EasternAfrica","SouthernAsia",2002,25,3,40,23,79
"4601","EasternAsia","SouthernAsia",2002,17,41,116,23,79
"4602","EasternEurope","SouthernAsia",2002,0,51,39,23,79
"4603","MiddleAfrica","SouthernAsia",2002,4,1,17,23,79
"4604","NorthernAfrica","SouthernAsia",2002,1,29,9,23,79
"4605","NorthernAmerica","SouthernAsia",2002,0,45,-100,23,79
"4606","NorthernEurope","SouthernAsia",2002,0,59,15,23,79
"4607","Oceania","SouthernAsia",2002,1,-20,135,23,79
"4608","South-EasternAsia","SouthernAsia",2002,171,3,114,23,79
"4609","SouthAmerica","SouthernAsia",2002,0,-25,-65,23,79
"4610","SouthernAfrica","SouthernAsia",2002,0,-23,30,23,79
"4612","SouthernEurope","SouthernAsia",2002,0,40,9,23,79
"4613","WesternAfrica","SouthernAsia",2002,2,11,1,23,79
"4614","WesternAsia","SouthernAsia",2002,30,24,42,23,79
"4615","WesternEurope","SouthernAsia",2002,0,50,5,23,79
"4616","Caribbean","SouthernEurope",2002,19,21,-78,40,9
"4617","CentralAmerica","SouthernEurope",2002,0,16,-93,40,9
"4618","CentralAsia","SouthernEurope",2002,187,42,67,40,9
"4619","EasternAfrica","SouthernEurope",2002,228,3,40,40,9
"4620","EasternAsia","SouthernEurope",2002,1,41,116,40,9
"4621","EasternEurope","SouthernEurope",2002,427,51,39,40,9
"4622","MiddleAfrica","SouthernEurope",2002,150,1,17,40,9
"4623","NorthernAfrica","SouthernEurope",2002,21,29,9,40,9
"4624","NorthernAmerica","SouthernEurope",2002,0,45,-100,40,9
"4625","NorthernEurope","SouthernEurope",2002,0,59,15,40,9
"4626","Oceania","SouthernEurope",2002,0,-20,135,40,9
"4627","South-EasternAsia","SouthernEurope",2002,2,3,114,40,9
"4628","SouthAmerica","SouthernEurope",2002,84,-25,-65,40,9
"4629","SouthernAfrica","SouthernEurope",2002,2,-23,30,40,9
"4630","SouthernAsia","SouthernEurope",2002,453,23,79,40,9
"4632","WesternAfrica","SouthernEurope",2002,149,11,1,40,9
"4633","WesternAsia","SouthernEurope",2002,817,24,42,40,9
"4634","WesternEurope","SouthernEurope",2002,0,50,5,40,9
"4635","Caribbean","WesternAfrica",2002,1,21,-78,11,1
"4636","CentralAmerica","WesternAfrica",2002,0,16,-93,11,1
"4637","CentralAsia","WesternAfrica",2002,0,42,67,11,1
"4638","EasternAfrica","WesternAfrica",2002,152,3,40,11,1
"4639","EasternAsia","WesternAfrica",2002,0,41,116,11,1
"4640","EasternEurope","WesternAfrica",2002,0,51,39,11,1
"4641","MiddleAfrica","WesternAfrica",2002,421,1,17,11,1
"4642","NorthernAfrica","WesternAfrica",2002,1,29,9,11,1
"4643","NorthernAmerica","WesternAfrica",2002,0,45,-100,11,1
"4644","NorthernEurope","WesternAfrica",2002,0,59,15,11,1
"4645","Oceania","WesternAfrica",2002,0,-20,135,11,1
"4646","South-EasternAsia","WesternAfrica",2002,1,3,114,11,1
"4647","SouthAmerica","WesternAfrica",2002,0,-25,-65,11,1
"4648","SouthernAfrica","WesternAfrica",2002,3,-23,30,11,1
"4649","SouthernAsia","WesternAfrica",2002,0,23,79,11,1
"4650","SouthernEurope","WesternAfrica",2002,0,40,9,11,1
"4652","WesternAsia","WesternAfrica",2002,5,24,42,11,1
"4653","WesternEurope","WesternAfrica",2002,0,50,5,11,1
"4654","Caribbean","WesternAsia",2002,0,21,-78,24,42
"4655","CentralAmerica","WesternAsia",2002,0,16,-93,24,42
"4656","CentralAsia","WesternAsia",2002,167,42,67,24,42
"4657","EasternAfrica","WesternAsia",2002,13474,3,40,24,42
"4658","EasternAsia","WesternAsia",2002,15,41,116,24,42
"4659","EasternEurope","WesternAsia",2002,53,51,39,24,42
"4660","MiddleAfrica","WesternAsia",2002,5,1,17,24,42
"4661","NorthernAfrica","WesternAsia",2002,10,29,9,24,42
"4662","NorthernAmerica","WesternAsia",2002,0,45,-100,24,42
"4663","NorthernEurope","WesternAsia",2002,0,59,15,24,42
"4664","Oceania","WesternAsia",2002,0,-20,135,24,42
"4665","South-EasternAsia","WesternAsia",2002,1,3,114,24,42
"4666","SouthAmerica","WesternAsia",2002,0,-25,-65,24,42
"4667","SouthernAfrica","WesternAsia",2002,1,-23,30,24,42
